timestamp,Open,High,Low,Close,Volume,fvg_type,fvg_high,fvg_low,fvg_size,fvg_mitigated_index,swingline,swingvalue,highest_low,lowest_high,swingpoint,Support,Resistance,Bullish_Order_Block_Top,Bullish_Order_Block_Bottom,Bullish_Order_Block_Mitigated,Bearish_Order_Block_Top,Bearish_Order_Block_Bottom,Bearish_Order_Block_Mitigated,BOS,CHoCH,trend_bias,CurrentRetracement,DeepestRetracement,fib_signal,retest_signal
2025-07-10 00:00:00+00:00,0.86209,0.86209,0.86192,0.86192,6,,,,,,-1,0.86192,0.86192,0.86209,,,,,,0,,,0,,,,,,,
2025-07-10 00:05:00+00:00,0.86192,0.86204,0.86192,0.86202,24,,,,,,-1,0.86204,0.86192,0.86204,,,,,,0,,,0,,,,,,,
2025-07-10 00:10:00+00:00,0.86202,0.86228,0.86189,0.86199,87,,,,,,-1,0.86204,0.86192,0.86204,-1.0,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 00:15:00+00:00,0.86199,0.862,0.86192,0.86192,22,,,,,,-1,0.862,0.86192,0.862,,0.86189,,0.86192,0.86189,1,,,0,,,,,,,
2025-07-10 00:20:00+00:00,0.86191,0.86208,0.86191,0.86204,58,,,,,,-1,0.862,0.86192,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 00:25:00+00:00,0.86204,0.86204,0.8619,0.8619,17,,,,,,-1,0.862,0.86192,0.862,,0.86189,,0.86192,0.86189,1,,,0,,,,,,,
2025-07-10 00:30:00+00:00,0.86192,0.86213,0.86191,0.86212,21,1.0,0.86217,0.86204,1.3,2025-07-10 09:35:00+00:00,-1,0.862,0.86192,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 00:35:00+00:00,0.86212,0.86226,0.86212,0.86217,30,,,,,,1,0.86212,0.86212,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 00:40:00+00:00,0.86217,0.86233,0.86217,0.86227,91,,,,,,1,0.86217,0.86217,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 00:45:00+00:00,0.86227,0.86229,0.86219,0.86221,54,,,,,,1,0.86219,0.86219,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 00:50:00+00:00,0.86221,0.86228,0.86218,0.86226,55,,,,,,1,0.86219,0.86219,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 00:55:00+00:00,0.86226,0.86252,0.86219,0.86248,59,1.0,0.86266,0.86228,3.8,2025-07-10 09:15:00+00:00,1,0.86219,0.86219,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:00:00+00:00,0.86246,0.86275,0.86244,0.86266,138,,,,,,1,0.86244,0.86244,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:05:00+00:00,0.86266,0.86275,0.86266,0.86275,95,,,,,,1,0.86266,0.86266,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:10:00+00:00,0.86275,0.86276,0.86265,0.86266,103,,,,,,1,0.86266,0.86266,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:15:00+00:00,0.86266,0.86267,0.86258,0.8626,86,-1.0,0.86265,0.86262,0.3,2025-07-10 01:35:00+00:00,1,0.86266,0.86266,0.862,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:20:00+00:00,0.8626,0.86262,0.86259,0.8626,67,,,,,,1,0.86262,0.86266,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:25:00+00:00,0.8626,0.86262,0.8626,0.86262,24,,,,,,1,0.86262,0.86266,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:30:00+00:00,0.86262,0.86264,0.86261,0.86263,49,,,,,,1,0.86262,0.86266,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:35:00+00:00,0.86263,0.86265,0.86258,0.86264,46,,,,,,1,0.86262,0.86266,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:40:00+00:00,0.86264,0.86269,0.86263,0.86267,36,,,,,,1,0.86263,0.86263,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:45:00+00:00,0.86267,0.86267,0.86261,0.86267,29,,,,,,1,0.86263,0.86263,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:50:00+00:00,0.86267,0.86273,0.86267,0.86272,31,1.0,0.86269,0.86267,0.2,2025-07-10 02:00:00+00:00,1,0.86267,0.86267,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 01:55:00+00:00,0.86272,0.86275,0.86269,0.86274,35,,,,,,1,0.86269,0.86269,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:00:00+00:00,0.86274,0.86274,0.86266,0.8627,39,,,,,,1,0.86269,0.86269,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:05:00+00:00,0.86271,0.86274,0.86266,0.86271,32,,,,,,1,0.86269,0.86269,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:10:00+00:00,0.86271,0.86274,0.86268,0.86274,22,,,,,,1,0.86269,0.86269,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:15:00+00:00,0.86274,0.86277,0.86271,0.86272,41,,,,,,1,0.86271,0.86271,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:20:00+00:00,0.86272,0.86278,0.86268,0.86272,66,,,,,,1,0.86271,0.86271,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:25:00+00:00,0.86272,0.86282,0.86272,0.86281,59,1.0,0.8628,0.86278,0.2,2025-07-10 03:50:00+00:00,1,0.86272,0.86272,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:30:00+00:00,0.86281,0.86286,0.8628,0.86282,48,,,,,,1,0.8628,0.8628,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:35:00+00:00,0.86282,0.86297,0.86282,0.86296,73,,,,,,1,0.86282,0.86282,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:40:00+00:00,0.86296,0.86296,0.86284,0.86289,79,,,,,,1,0.86284,0.86284,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:45:00+00:00,0.86289,0.86294,0.86286,0.86293,61,,,,,,1,0.86286,0.86286,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:50:00+00:00,0.86293,0.86296,0.86288,0.86295,96,,,,,,1,0.86288,0.86288,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 02:55:00+00:00,0.86295,0.86329,0.86292,0.86317,230,1.0,0.86312,0.86296,1.6,2025-07-10 03:50:00+00:00,1,0.86292,0.86292,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 03:00:00+00:00,0.86319,0.8633,0.86312,0.86317,285,,,,,,1,0.86312,0.86312,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 03:05:00+00:00,0.86317,0.86335,0.86313,0.86329,328,,,,,,1,0.86313,0.86313,0.86262,,0.86189,,0.86192,0.86189,0,,,0,,,,,,,
2025-07-10 03:10:00+00:00,0.86331,0.86338,0.86319,0.86326,326,,,,,,1,0.86319,0.86319,0.86262,1.0,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,1,,,,,,,
2025-07-10 03:15:00+00:00,0.86326,0.86326,0.86315,0.86326,223,,,,,,1,0.86319,0.86319,0.86262,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,1,,,,,,,
2025-07-10 03:20:00+00:00,0.86326,0.86326,0.86315,0.86322,160,,,,,,1,0.86319,0.86319,0.86262,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,1,,,,,,,
2025-07-10 03:25:00+00:00,0.86322,0.86324,0.86303,0.86308,132,-1.0,0.86315,0.86313,0.2,2025-07-10 03:45:00+00:00,1,0.86319,0.86319,0.86262,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 03:30:00+00:00,0.8631,0.86313,0.863,0.86308,177,,,,,,-1,0.86313,0.86319,0.86313,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 03:35:00+00:00,0.86308,0.86311,0.86298,0.86302,155,,,,,,-1,0.86311,0.86319,0.86311,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 03:40:00+00:00,0.86302,0.86311,0.86298,0.86302,151,,,,,,-1,0.86311,0.86319,0.86311,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 03:45:00+00:00,0.86302,0.86318,0.86301,0.86315,169,,,,,,-1,0.86311,0.86319,0.86311,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 03:50:00+00:00,0.86315,0.86315,0.86274,0.86274,157,-1.0,0.86301,0.86294,0.7,2025-07-10 15:20:00+00:00,-1,0.86311,0.86319,0.86311,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 03:55:00+00:00,0.86274,0.86294,0.86274,0.86291,171,,,,,,-1,0.86294,0.86319,0.86294,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 04:00:00+00:00,0.86291,0.86294,0.86285,0.86291,149,,,,,,-1,0.86294,0.86319,0.86294,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 04:05:00+00:00,0.86291,0.86299,0.86287,0.86299,117,,,,,,-1,0.86294,0.86319,0.86294,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
2025-07-10 04:10:00+00:00,0.86299,0.86299,0.86288,0.86292,128,,,,,,-1,0.86294,0.86319,0.86294,,0.86189,0.86338,0.86192,0.86189,0,0.86338,0.86319,0,,,,,,,
